ID,公司名称,职位名称,学历要求,工作经验,薪资,福利,工作内容,所属行业,上市情况,公司规模,岗位职责和任职要求
4066535,重庆迅游科技有限公司,运维工程师,大专,3-5年,7k-12k,"五险一金,带薪年假,餐补交补,年终奖",Linux,"移动互联网,游戏",不需要融资,150-500人,"岗位职责:1、负责公司业务服务器，云平台服务器基础运维架构搭建。新技术和方案进行调研，评估和引进，用技术去满足业务发展需求。2、要求熟悉各云平台产品，能熟练使用，配置。3、监控各业务应用系统，及时响应故障告警，排查问题并修复问题。4、对CC,DDOS类攻击，防御，处理有一定经验，并能提出具体解决方案。5、积累运维相关技术，制定运维规范，并实现文档化。任职要求:1、有良好的工作态度与团队合作精神，工作认真负责，责任心强。2、3年以上大型网站或网络游戏服务器的管理维护经验。3、熟悉TCP/IP、路由、交换理论，能够对网络设备进行基础配置。4、熟悉常见操作系统（Windows Server，Linux）安装，配置，优化。5、深入理解LVS,Haproxy,Nginx/Tengine原理和优化。6、熟悉使用常用开源软件，(ELK/Zabbix/Ansible/MySQL/MSSQL/Redis/MongoDB等)。对MSSQL集群，MySQL读写分离/高可用，有实际项目经验。7、具备应对各类攻击，如CC/DDOS等攻击，防护能力，并能提出具体解决方案。8、具备Python语言开发能力，熟悉shell脚本。能够独立完成自动化运维平台的开发，如监控、部署、配置，发版等。9、熟悉游戏业务逻辑，系统架构，并能对游戏系统架构进行优化。10、有较强的抗压能力、沟通能力、推动能力和较好的服务意识。11、能够接受一定程度的出差。"
3442209,重庆允升科技有限公司,算法工程师,硕士,3-5年,15k-25k,"平台大,技术氛围好,股权激励,带团队","Java,Scala,PHP,机器学习","电子商务,企业服务",A轮,50-150人,工作职责：1、参与推荐系统算法设计、系统实现以及部署实施；2、负责中文文本的NLP算法研究和工程实现；任职要求：1、计算机或相关专业本科以上学历，3年及以上相关工作经验；2、熟悉常用的机器学习算法(如SVM/LR/GBDT等)，并能针对不同的场景(如分类、聚类、推荐等)使用不同的算法，具有推荐系统、精准广告、搜索等方面的实际工作经验；3、熟悉n-gram分析、分词、新词发现、LDA、word2vec等，有相关的工程开发经验；4、 熟练掌握至少一种编程语言，Java、C++、Python等；5、做事严谨踏实，责任心强，有良好的团队合作精神和沟通协调能力。
4878148,完美世界（北京）网络技术有限公司,数据工程师(4173),本科,1-3年,10k-15k,"五险一金,员工食堂,免费健身房","MySQL,Java,算法",移动互联网,A轮,2000人以上,1.负责对各类数据的重构、异构2.根据项目需求，批量数据处理和导出3.爬虫开发4.数据解析工作，从海量网页里做数据抽取并入库5.学习 Spark + Hadoop 的大数据处理平台，负责对各类日志、数据进行批量或实时流处理，输出到运营中心或推荐、搜索系统1. 本科及以上学历2. 良好的计算机及算法基础、积极主动、热爱编程，能吃苦，能承受压力3. 熟悉掌握 Java 或 Python 语言4. 了解面向对象编程5. 有数据库经验（例如MySQL、Redis等）优先
5332526,中冶赛迪重庆信息技术有限公司,深度学习算法工程师,硕士,3-5年,10k-20k,世界500强央企 大平台,,移动互联网,不需要融资,150-500人,"工作职责：1、研发高质量的计算机视觉和深度学习算法，包括但不限于目标检测、目标识别、目标跟踪、目标定位。2、负责影像数据的标注方案设计和质量检查。3、支持公司视觉相关产品的研发。任职资格：1、在深度学习、计算机视觉等方面有较深入的研究；2、具有良好的编程、工程实现和调优能力,熟练掌握c/c++,Python。3、了解深度学习的进展,熟悉MXNET,TENSORFLOW,CAFFE等至少一种深度学习框架,有GPU上模型训练的经验。4、熟悉物体(人脸、人体、通用目标)检测、跟踪和识别的基本算法,熟悉相关的开源项目。"
5218358,北京数起科技有限公司,前端开发工程师,本科,1-3年,6k-8k,"五险一金,项目提成,发展机遇",Web前端,移动互联网,A轮,50-150人,岗位职责：1、根据产品经理的关键需求进行前端架构设计工作；2、承担前端核心模块的设计、实现工作；3、承担主要前端开发工作，对代码质量及进度负责；4、参与进行关键技术验证以及技术选型工作；5、和产品经理沟通并确定产品开发需求；6、与后台开发工程师配合，完成开发任务和上线；任职要求：1、统招本科及以上学历，计算机相关理工科专业，3年左右相关经验；2、精通HTML、CSS、JavaScript语言，了解HTML5、CSS3的新标准，熟悉JQuery类库，熟练使用一到两种前端调试工具；3、至少熟练使用过Vue、React、AngularJS其中一种JS框架；4、掌握至少一门非前端开发语言（如PHP/Java/Python/Ruby等），并有一定的实战经验；5、深刻理解Web标准，对前端性能、可访问性、可维护性等相关知识有实际的了解和实践经验；6、工作积极主动，具有很强的学习能力、对新技术的追求精神、良好的团队合作精神和沟通能力；
447764,重庆誉存大数据科技有限公司,数据工程师,本科,1-3年,8k-16k,大数据，顶级团队，硅谷公司文化,,金融,A轮,50-150人,岗位职责：1、完成各种数据的清洗和分析建模2、机器学习算法调优3、负责数据平台API的开发、设计和维护4、将模型应用到产品当中，并根据产品需求优化模型 任职资格：1、专业&基础：计算机、统计学、数学等相关专业，有较强的算法理论基础2、语言&工具：Ø  掌握常见的机器学习算法Ø  熟悉Linux开发环境，至少熟悉Python/Java/scala其中一种语言Ø  熟悉PostgreSQL/MySQL数据库Ø  熟悉git/svn代码管理工具Ø  熟悉Hadoop/Storm/Spark/HIVE/Hbase等分布式开源项目及其工作原理，并有实际开发经验Ø  熟悉Web API开发流程（中级以上）Ø  熟悉常见的基于深度学习的自然语言处理技术3、其他要求：Ø  具备良好的沟通能力和团队精神，有独立开展研究项目经验Ø  较强的表达和沟通能力，工作认真、严谨和敬业目前公司处于快速发展期，提供良好的福利待遇：1、五险；2、每月团队聚会活动；3、每周篮球足球羽毛球等体育活动；4、弹性工作制；5、提供零食点心；6、提供带薪假期约妹子！
4715859,特斯联（北京）科技有限公司,软件工程师-Web后端,本科,5-10年,10k-20k,大平台,"Golang,Node.js,Python","移动互联网,硬件",B轮,150-500人,"职位职责：  1、负责 WEB 后端服务程序的研发和编写；2、和前端工程师和 BI 工程师配合，商定数据接口，提供数据可视化支持。 职位要求：  1、有服务监控系统开发相关经验；2、2年及以上 WEB 后端工作经验；3、精通 TCP/IP, HTTP 协议，以及 RESTFUL 规范；4、基础扎实，有良好的逻辑思维能力，并熟练一到两种后端语言（Golang / Python / Java），拥有良好的代码书写习惯；5、熟悉 Linux/Unix 系统与开发环境；6、熟悉 MySQL 、 MongoDB、Git/GitHub、Nginx。【加分项】1、熟悉 Go 语言、Python语言；2、GitHub project star 100+ 以上；3、参与过开源项目。"
5037916,重庆大邻盟科技有限公司,golang,本科,不限,9k-15k,饮料 年底奖金  五险,"Linux/Unix,PHP",O2O,天使轮,15-50人,
5180391,重庆玖舆博泓科技有限公司,大数据开发工程师岗位,本科,3-5年,8k-12k,"五险一金,团队旅游,节假日福利,大数据",数据库,"数据服务,其他",未融资,50-150人,岗位描述 1、参与百亿数据级平台的架构设计和开发； 2、在线和离线海量数据分析平台的开发； 3、研究大数据前沿技术，优化系统平台，提升系统的运行效率； 4、实现大数据基础架构平台（Hadoop/Spark/MPP DB）的系统设计、脚本开发、维护等工作任职要求 1、5年以上开发经验，3年以上大数据开发经验，至少熟悉一种编程语言（Python/Java/Scala）； 2、能够独立搭建企业级大数据的环境、包括hadoop、hive、spark和yarn等开源框架;熟悉分布式系统概念、架构，有大规模分布式系统设计、实现、部署等经验3、熟悉HDFS/HBase/Hive/SPARK/MapReduce，掌握HSQL、SPARK SQL的程序开发，有流计算、Scala计算实施经验者优先；4、熟悉hadoop平台下的数据调度和ETL框架；综合素质： 1、强烈的责任心与求知欲，开源社区的活跃贡献者优先； 2、有良好的沟通表达、独立思考和解决问题的能力； 3、有团队合作意识，做事积极主动，热爱学习；4、能适应中短期出差； 5、电信行业或者通信领域项目背景者优先；公司网址：www.9ebang.com
2843838,重庆允升科技有限公司,系统运维工程师,本科,3-5年,12k-20k,"快速成长,晋升双渠道,技术氛围好,福利完善",Linux,"电子商务,企业服务",A轮,50-150人,工作职责：1、负责运维架构和网络安全；管理监控和调度；2、负责应用系统的性能分析与优化，不断提高系统运行效率；3、负责产品业务的现网故障处理，定位并解决网络、硬件、操作系统及应用程序的各种异常。 职位要求：1、本科及以上学历，3年及以上系统运维经验或从事系统架构师工作经验；2、深入理解LINUX系统，熟悉网络设备的基本配置及TCP/IP、HTTP协议工作原理；3、熟悉Linux/unix下各种服务包括HAProxy、ntp、tcpdump、nginx、keepalived、postfix、raid、rsync、cacti、nagios、zabbix、iptables、ansible等应用的使用；熟练jetty、tomcat管理、配置和优化；4、熟悉shell/perl/python/php/Java任意一门编程语言；5、熟悉mysql主从及优化；熟悉mongoDB主从设置和Redis主从配置；6、熟悉分布式存储的配置与管理；7、熟悉kvm/xen任一种虚拟化产品和架设；8、熟悉常见linux文件系统和存储设备工作机制；9、具有很强的故障排查和问题解决能力；10、工作细致踏实，有较强的沟通、执行力强;11、具备互联网产品的大数据压力的服务器架构技术者优先；12、具备有预见规划能力和资深的技术能力；13、具备较强的学习能力，有DevOps经验者优先。
4434544,北京睿智融科控股股份有限公司,C++服务器开发工程师,本科,应届毕业生,5k-9k,"五险一金,带薪年假,带薪病假,周末双休",客户端,"数据服务,企业服务",不需要融资,150-500人,岗位职责：1、开发、维护、优化交易风控系统；2、开发交易风控系统相关的辅助模块，包括自动化工具等。岗位要求：1、本科及以上学历，计算机相关专业、有C++实际开发经验优先；2、精通C或C++语言，有良好的面向对象编程思想；3、具有多线程开发经验，了解同步、互斥等的基本原理和实现方式；4、熟悉TCP/IP 协议和网络编程，lua、python等脚本语言；5、具有Boost、STL开发经验优先；6、工作认真踏实，沟通能力良好，有金融行业工作背景者优先。
4051021,重庆易宠科技有限公司,Hadoop工程师,本科,3-5年,10k-15k,"五险一金,周末双休,福利多,氛围好",Java,电子商务,B轮,500-2000人,"工作描述： 1、负责Hadoop、HBase、Hive、Spark等大数据平台 规划、部署、监控、系统优化等；2、负责公司大数据平台的运维管理工作，集群容量规划、扩容及性能优化；3、处理公司大数据平台各类异常和故障，确保系统平台的稳定运行；4、设计实现大规模分布式集群的运维、监控和管理平台；5、深入研究大数据业务相关运维技术，持续优化集群服务架构，探索新的大数据运维技及发展方向； 任职要求:1、3年以上工作经验，精通Hadoop、Hbase、Hive、Spark，具有完整项目实战经验，熟悉分布式计算实施过程中的各种问题。2、熟悉Hadoop大数据生态圈，包括但不限于Sqoop、Kafka、Flume等3、有开发经验，精通JAVA及一门以上脚本语言(shell/perl/python等),熟练掌握linux常规命令与工具;加分项：1、熟悉Apache Kylin或者其他OLAP系统2、有数据仓库实施及管理或数据挖掘经验者3、对数据仓库和数据挖掘理论感兴趣且有一定深度的研究4、熟悉阿里云的大数据方案"
5221596,重庆久速科技有限责任公司,急聘+运维开发工程师,本科,1-3年,6k-8k,"五险,双休,年终,旅游","安全,Linux,Windows","移动互联网,企业服务",未融资,15-50人,岗位职责：1、负责公司IDC数据中心网络，服务器，应用系统的日常监控和维护2、熟练配置和使用Windowsserver系列和Linux操作系统，能独立完成常见的服务器搭建配置和排障3、负责参与各应用系统的性能优化和安全加固工作4、负责各类运维管理平台和运维工具的开发和维护工作，并不断优化工具效率任职要求：1、熟悉Windows和Linux系统的各种调优方法、具备对系统环境，应用服务进行性能监控、调优能力2、精通Linux操作系统的维护及日常管理工作，具备服务性能调优、安全监测、故障处理能力3、熟悉java、golang、shell、python开发语言中的任意一种4、熟悉IPMI V2.0协议，熟悉IDC自动化安装优先5、熟悉Nginx、Redis、Apache、Mysql、Cacti、Nagios、Zabbix 等应用环境部署优化6、任职2年以上运维相关工作经验或大型业务平台超过1年经验。福利：五险+双休+旅游+节日礼+聚会+年终奖工作时间：9：30-18：00
5230919,马上消费金融股份有限公司,IT-WEB开发工程师,本科,3-5年,8k-15k,"持牌机构,五险一金,餐费补助,节日福利",前端开发,"金融,移动互联网",不需要融资,2000人以上,工作职责 1、负责公司产品、项目的web前端部分的设计开发；2、web前端相关技术的研究；3、使用JavaScript熟练、准确地进行代码构建，实现产品所需的动画效果以及交互效果；4、使用HTML/CSS/XML熟练地进行页面维护；5、辅导和帮助初中级开发工程师，专业培训及团队内部分享;任职资格 1、学历要求:统招本科及以上学历，计算机以及相关专业；2、经验要求:具有3年及以上Web前端开发经验；3、技能要求:（1）具备网页编辑、调试技能，熟练掌握各种Web前端技术，包括HTML/XHTML/CSS/JavaScript/Actionscript 等；（2）熟悉各浏览器之间的兼容性问题，良好的解决问题能力和html代码编写技能；（3）熟悉使用Photoshop、Dreamweaver、Flash等常用软件；（4）至少精通一门服务器端语言（包括但不限于Java/PHP/Python等），并有项目经验；（5）熟练使用NodeJS开发或熟练使用angular/react/vue等任意一种MVVM框架，并有项目经验者优先。 4、通用要求：（1）有较强的学习能力和技术钻研能力、有自我驱动意识；（2）具备独立分析和解决问题的能力；积极主动、认真踏实的工作态度；（3）有良好的沟通能力，善于跨团队合作；（4）具备良好的编码习惯，工作态度认真，责任心强。
3526658,重庆誉存大数据科技有限公司,自然语言处理工程师,本科,3-5年,8k-16k,"学习系统化,行业前三,培养系统化,高激励","NLP,数据分析",金融,A轮,50-150人,岗位职责：1、负责对现有现有自然语言处理基础模型调优，包括分词，词性标注，实体识别/抽取，句法分析等；2、参与文本情感分析，文本分类等任务；3、参与搭建围绕企业大数据的知识图谱任务。任职资格：1、  语言&工具：Ø  具有良好的编程基础，熟悉python，有一定的项目经验；Ø  对自然语言处理相关算法有一定理解和实践经验；Ø  熟悉Linux开发环境；Ø  熟悉深度学习框架Tensorflow者优先。2、  经验&能力：Ø  对自然语言处理感兴趣，在分词，词性标注，实体抽取，文本分类等问题上有实践经验；Ø  具有良好的数学基础，能快速学习掌握新的模型算法并能应用到相关任务上；Ø  在自然语言顶级会议或期刊发表论文者优先。
4700010,深圳市锐明技术股份有限公司,后端技术带头人,本科,5-10年,20k-40k,"带团队,底层架构","Java,MySQL","数据服务,硬件",不需要融资,500-2000人,1.5年－10年相关工作经验2.精通java，熟悉Spring、Mybatis等常用框架；3.优秀的数据库设计优化能力；4.熟练掌握多线程及并发技术，熟悉分布式缓存、消息队列、RPC原理；5.扎实的计算机基础，熟悉常用数据结构和算法；6.精通linux，能熟练应用shell/python等脚本语言；7.学习能力强，有较好的沟通能力，能迅速融入团队；8.理解产品需求，有一定的系统抽象设计能力加分项目；9.热爱技术，追求卓越；富有技术前瞻性和产品嗅觉；富有创新精神，有事业心；10.有互联网、高并发、分布式项目经验
5033827,重庆学析优科技有限公司,图像处理算法工程师,本科,不限,10k-15k,"OpenC,C++,图像识别",,移动互联网,A轮,50-150人,工作内容：1、   负责图形图像定位、分割、识别算法的研究，根据业务特点优化算法；2、   研究图像特征检测的识别，包括算法实现、试验、优化等。岗位要求：1、 统招本科及以上学历，计算机相关专业优先；2、 两年及以上C/C++开发经验，熟悉OpenCV编程，熟悉计算机图形图像编程，熟悉python计算机视觉编程；3、 掌握深度学习原理，能熟练使用Tensorflow框架搭建模型；4、 集成图像处理算法到iOS和安卓App；对技术有强烈的兴趣，喜欢钻研，具有良好的学习能力，沟通技能和团队协作能力。
4706790,专注（重庆）汽车经纪有限公司,架构师/资深java工程师,本科,5-10年,15k-24k,"扁平化,双休,绩效奖金,各种福利","SOA,云计算","移动互联网,生活服务",不需要融资,15-50人,"工作职责1、深入理解业务架构和业务流程，分析业务架构风险点并改进，快速定位故障原因，保障业务高可用。2、深入分析业务的性能瓶颈，通过容量规划、性能优化等手段提升系统整体性能。职位要求1、5年以上互联网工作经验, 支持全栈开发文化;2、拥有Java业务开发经验者优先，对所负责业务的架构理解清晰;3、熟悉Linux操作系统故障分析和调优;4、熟悉Spring、JPA、MyBatis、Spring-cloud等常用框架;5、熟悉但不限于Zookeeper、Redis、ZeroMQ、Kafka、Flume等开源框架及产品;6、有高性能、可扩展、高并发、分布式系统开发、分布式事务处理经验;7、熟悉Python、JS、Shell等至少一种脚本语言;8、具有很强的技术研发和创新能力，能有效把握技术发展方向； 9、思路清晰，优势的控制与沟通能力，优秀的技术领导能力。"
4138912,深圳市晨北科技有限公司,后台开发工程师（智能应用）,本科,3-5年,8k-15k,"双休,年度体检,年度旅游,七险一金","Java,PHP",电子商务,未融资,150-500人,1、负责智能家居云后台产品的研发及相关项目的研发；2、完成后台基于服务的架构设计及应用开发；3、集成第三方云服务，如Amazon Alexa，Google assistant，IFTTT等；4、负责开放接口API的开发和维护；5、解决业务发展过程中遇到的问题，直面挑战，持续提升平台运营效率。任职资格1、本科以上学历，计算机相关专业毕业，3年以上互联网产品的开发经验，负责过大流量产品者优先；2、精通lamp、Lnmp架构，至少精通一门（php、python、nodejs）开发语言，有中大型项目经验者优先；4、熟悉数据存储技术，具有Mysql或Mongo/Redis等存储优化方面经验；5、具备一定的开发设计文档编写能力，有平台产品的开发经验者优先；6、积极主动的特质和思维习惯，有学习进步的主观意愿，优秀的团队协作意识，能承受一定的工作压力。
5332541,中冶赛迪重庆信息技术有限公司,机器学习算法工程师,硕士,1-3年,10k-20k,世界500强央企 大平台,,移动互联网,不需要融资,150-500人,工作职责：1、对基础数据进行整理清洗、统计分析等工作;2、根据工业领域的生产/设备数据，按照业务需求，设计和应用机器学习模型，并跟踪模型的持续迭代优化;3、支持机器学习模块与大数据平台的融合工作任职资格：1、 具有扎实的数学基础，熟悉常用的机器学习算法。 2、 具有良好的编程经验，熟悉掌握python、C/C++。。 3、 具有工业领域指标优化、设备故障检测等机器学习算法的项目经验。4、 具有机器学习算法的工程化部署经验。
5314113,北京神州绿盟信息安全科技股份有限公司,平台驻场工程师（重庆）-第三方(J11570),不限,1-3年,6k-10k,薪资福利待遇优,"运维,安全,Web安全,IT支持",信息安全,上市公司,500-2000人,工作职责:职位工作内容简要综述：1、负责完成现网中自有平台类/软硬件产品的日常维护管理工作。2、负责结合现网安全设备和平台给客户输出安全分析报告。3、负责与甲方项目负责人共同制定平台运营计划4、负责结合现网平台和设备配合甲方处理入侵、DDOS应急事件的分析处理。具体工作内容与职责：1、 绿盟平台类产品/安全产品的日常巡检维护使用、报表输出、故障处理、使用培训、问题与需求收集等，使客户满意度达标。 2、结合现网安全产品和平台安全日志数据，输出安全分析报告，帮助客户发现攻击威胁行为，提供持续运营。3、与客户一起完善并制定相应的安全运营计划及落地。4、跟踪反馈平台问题及需求，并完整记录，为平台产品优化提供数据支持。任职资格:1、熟悉linux操作系统，会使用python，pgsql，对restful和java有了解。 2、了解路由交换理论基础，了解TCP/IP协议基本概念 3、了解网络安全理论基础，了解攻击与防护技术基本概念 4、使用和部署过网络设备（如路由器、交换机）和安全设备（如硬件防火墙、入侵防御、漏洞扫描等），熟悉攻防技能者优先考虑。
4930893,特斯联（北京）科技有限公司,运维工程师,本科,3-5年,10k-15k,"大平台,五险一金,有保障,入职签合同","Linux,MySQL","移动互联网,硬件",B轮,150-500人,"岗位职责：1、LINUX服务器中各基础服务的日常运行维护、数据备份，日志分析，配置管理、故障应急、性能监控等；2、智慧城市平台应用系统部署、系统监控、应急响应等； 3、解决运维工作中各类故障，性能瓶颈、稳定性、安全性等相关疑难问题；4、能根据系统支持的业务情况，提出发展需要所需的各方面资源，或预警当前的问题与瓶劲所在。  任职要求:1、拥有3年以上运维工作经验，熟悉主流品牌服务器和存储；2、熟练使用SQL语言，熟悉Mysql、sql server等数据库；3、熟悉Nginx、tomcat、redis等主流开源软件的安装、配置、故障处理能力； 4、熟悉Linux命令，能够熟练使用Shell,Python等脚本语言；5、有责任心，工作踏实认真、积极主动；善于思考，学习能力强。 "
3013944,重庆允升科技有限公司,web前端工程师,本科,3-5年,10k-18k,"大牛带队,快速成长,技术氛围好,福利完善",HTML5,"电子商务,企业服务",A轮,50-150人,职位描述：1、准确理解产品需求，完成前端系统设计、开发工作；2、参与前端框架、组件的设计、开发工作；3、优化页面性能，提升产品用户体验；4、关注前端前沿技术研究，利用新技术服务团队。职位要求：1、计算机相关专业本科以上学历，3年以上前端相关工作经验；2、扎实的JS、CSS基础知识；3、至少熟悉一种前端主流框架（如：React、Vue、Angular等），并有实际的非demo性质项目经验；4、对前端工程化、模块化开发有较深入的理解，并有实践经验；5、具有良好的沟通能力和团队合作精神，具有优秀的分析、解决问题的能力；6、对前端技术有持续的热情，能充分利用自身技术帮助团队提升研发效率，提高团队影响力。加分项：1、有复杂企业后台应用开发经验；2、有数据可视化产品开发经验；3、熟悉一种及以上后台开发语言（如：Node、PHP、Java、Python等），并有实践经验。
4359845,重庆星坛科技有限公司,运维工程师（VOD）,大专,1-3年,6k-8k,"团队合作,自主研发",Linux,移动互联网,不需要融资,150-500人,岗位职责：    1、负责公司产品环境的搭建需求；    2、负责公司程序版本的发布工作;    3、独立、快速定位并解决业务中出现的问题；    4、日常系统问题收集和分析，整理系统运行报告    5、对系统运行状况进行综合分析，提出优化建议；    6、制定监控规则、优化监控实现。    任职要求：    1、计算机相关专业，大专及以上学历；    2、2年以上业务系统实施、运维支持类相关工作经验；      3、熟悉使用SQL语言，熟悉Mysql、Postgres、Redis等数据库；    4、熟悉LNMP安装、配置、故障处理能力；    5、熟悉shell/python/perl/php任意一种语言；    6、良好的协调能力、表达能力、沟通能力；      7、能适应加班和晚间值班工作，能够承受较大的工作压力;
4138871,深圳市晨北科技有限公司,开发运维工程师,本科,3-5年,8k-15k,"双休,年度体检,年度旅游,七险一金","Linux,信息安全",电子商务,未融资,150-500人,1、负责公司运维自动化方案的设计与开发，建设公司DevOps平台，包括监控系统，运维平台，自动化测试及部署，数据库，虚拟化等；2、研究DevOps新技术、工具链，推动DevOps实践落地，提升开发交付速度、效能及质量；3、为开发工程师提供一定的运维技术支持；4、参与系统架构设计、改进、优化，并实施技术方案；5、建立运维部署、安全和管理等相关标准化文档。任职要求：1、本科以上学历，计算机相关专业毕业，3年以上运维与架构经验，能力是第一位；2、3年以上开发经验，掌握Bash脚本，掌握Python/Go等一种或多种开发语言；熟练使用Linux系统，熟悉TCP/IP、HTTP、DNS等协议，有良好的网络、数据传输、安全、计算机体系结构方面的知识；3、具备体系化的运维理念与技术，有大中型集群系统的基础架构设计、性能测试和优化、可用性保障、安全等方面的经验；4、具备高可用环境的搭建及维护能力，如Haproxy、Keepalived、LVS等；5、熟悉软件交付过程，有实施持续集成、持续构建和部署的实际经验，具备建设灰度发布、蓝绿发布系统的能力；6、有前端开发知识储备，熟悉Javascript、CSS、HTML，了解常用的前端框架；7、了解运维及其他常用开源工具，Zabbix/Nagios，Jenkins，Git，ELK，SaltStack等；8、熟悉AWS、阿里云的使用，熟悉KVM虚拟化、Docker容器技术，重度GitHub用户优先。
